region,week,week_of_year,rainfall_anomaly,monsoon_phase,festival_intensity,sev_dengue,sev_malaria,sev_flu,sev_diarrhoeal,sev_respiratory,sev_typhoid,sev_chikungunya,sev_leptospirosis,date
North,155,52,0.093,winter,0.4,0.023,0.015,0.766,0.015,0.887,0.0,0.0,0.015,2025-12-22
North-West,0,1,0.159,winter,0.5,0.035,0.0,0.749,0.0,0.743,0.0,0.0,0.0,2023-01-02
North-West,1,2,-0.038,winter,0.5,0.018,0.0,0.819,0.0,0.708,0.0,0.0,0.0,2023-01-09
North-West,2,3,0.022,winter,0.5,0.0,0.009,0.784,0.0,0.645,0.0,0.016,0.04,2023-01-16
North-West,3,4,0.005,winter,0.0,0.0,0.04,0.8,0.021,0.612,0.0,0.009,0.0,2023-01-23
North-West,4,5,-0.005,winter,0.0,0.0,0.0,0.714,0.0,0.646,0.011,0.008,0.0,2023-01-30
North-West,5,6,0.085,winter,0.0,0.005,0.003,0.636,0.014,0.546,0.0,0.015,0.039,2023-02-06
North-West,6,7,-0.054,winter,0.0,0.0,0.0,0.581,0.03,0.488,0.008,0.005,0.0,2023-02-13
North-West,7,8,-0.009,winter,0.0,0.007,0.0,0.504,0.0,0.352,0.028,0.009,0.005,2023-02-20
North-West,8,9,0.039,winter,0.0,0.003,0.032,0.44,0.0,0.378,0.0,0.0,0.034,2023-02-27
North-West,9,10,0.114,winter,0.0,0.0,0.054,0.327,0.037,0.288,0.031,0.0,0.026,2023-03-06
North-West,10,11,0.043,winter,0.9,0.0,0.102,0.262,0.015,0.239,0.302,0.0,0.0,2023-03-13
North-West,11,12,-0.121,winter,0.9,0.026,0.0,0.218,0.023,0.192,0.0,0.019,0.023,2023-03-20
North-West,12,13,-0.037,winter,0.9,0.034,0.036,0.171,0.04,0.129,0.016,0.0,0.011,2023-03-27
North-West,13,14,0.106,winter,0.7,0.026,0.032,0.105,0.075,0.141,0.0,0.027,0.0,2023-04-03
North-West,14,15,-0.013,pre-monsoon,0.7,0.001,0.0,0.048,0.162,0.094,0.0,0.0,0.0,2023-04-10
North-West,15,16,-0.006,pre-monsoon,0.0,0.0,0.016,0.098,0.098,0.084,0.0,0.0,0.005,2023-04-17
North-West,16,17,0.043,pre-monsoon,0.0,0.014,0.058,0.039,0.149,0.061,0.015,0.032,0.0,2023-04-24
North-West,17,18,0.008,pre-monsoon,0.0,0.032,0.042,0.0,0.226,0.009,0.019,0.0,0.044,2023-05-01
North-West,18,19,0.068,pre-monsoon,0.0,0.015,0.05,0.171,0.264,0.018,0.017,0.005,0.0,2023-05-08
North-West,19,20,0.037,pre-monsoon,0.0,0.005,0.1,0.0,0.345,0.001,0.009,0.0,0.014,2023-05-15
North-West,20,21,-0.037,pre-monsoon,0.0,0.009,0.137,0.009,0.37,0.0,0.056,0.011,0.015,2023-05-22
North-West,21,22,0.104,pre-monsoon,0.0,0.0,0.192,0.013,0.406,0.026,0.043,0.0,0.0,2023-05-29
North-West,22,23,0.15,pre-monsoon,0.6,0.011,0.205,0.145,0.493,0.019,0.073,0.0,0.0,2023-06-05
North-West,23,24,0.061,pre-monsoon,0.6,0.015,0.268,0.012,0.449,0.016,0.159,0.017,0.014,2023-06-12
North-West,24,25,0.074,pre-monsoon,0.6,0.001,0.325,0.056,0.579,0.031,0.526,0.0,0.0,2023-06-19
North-West,25,26,-0.002,pre-monsoon,0.0,0.0,0.403,0.006,0.597,0.0,0.346,0.045,0.002,2023-06-26
North-West,26,27,0.111,pre-monsoon,0.0,0.075,0.501,0.0,0.601,0.012,0.381,0.0,0.0,2023-07-03
North-West,27,28,0.186,monsoon,0.0,0.479,0.597,0.0,0.605,0.012,0.432,0.0,0.012,2023-07-10
North-West,28,29,0.246,monsoon,0.0,0.131,0.637,0.029,0.598,0.006,0.487,0.025,0.02,2023-07-17
North-West,29,30,0.375,monsoon,0.0,0.144,0.655,0.0,0.587,0.0,0.53,0.013,0.416,2023-07-24
North-West,30,31,0.46,monsoon,0.0,0.231,0.686,0.022,0.52,0.003,0.518,0.007,0.019,2023-07-31
North-West,31,32,0.513,monsoon,0.0,0.259,0.727,0.0,0.503,0.026,0.413,0.0,0.0,2023-08-07
North-West,32,33,0.423,monsoon,0.0,0.379,0.661,0.016,0.452,0.049,0.337,0.051,0.001,2023-08-14
North-West,33,34,0.434,monsoon,0.0,0.441,0.664,0.0,0.399,0.024,0.315,0.0,0.025,2023-08-21
North-West,34,35,0.582,monsoon,0.0,0.521,0.623,0.0,0.365,0.0,0.359,0.0,0.023,2023-08-28
North-West,35,36,0.282,monsoon,0.2,0.554,0.571,0.0,0.301,0.029,0.224,0.014,0.018,2023-09-04
North-West,36,37,0.396,monsoon,0.2,0.591,0.503,0.045,0.284,0.045,0.145,0.0,0.002,2023-09-11
North-West,37,38,0.454,monsoon,0.2,0.606,0.448,0.0,0.239,0.058,0.095,0.005,0.0,2023-09-18
North-West,38,39,0.282,monsoon,0.0,0.564,0.328,0.0,0.128,0.05,0.081,0.0,0.0,2023-09-25
North-West,39,40,0.136,monsoon,0.0,0.585,0.27,0.0,0.117,0.12,0.018,0.014,0.0,2023-10-02
North-West,40,41,0.197,monsoon,0.6,0.487,0.256,0.122,0.098,0.216,0.0,0.002,0.0,2023-10-09
North-West,41,42,-0.122,monsoon,0.6,0.436,0.207,0.129,0.1,0.174,0.041,0.037,0.026,2023-10-16
North-West,42,43,0.043,post-monsoon,1.0,0.369,0.137,0.171,0.046,0.265,0.0,0.0,0.0,2023-10-23
North-West,43,44,0.164,post-monsoon,1.0,0.261,0.098,0.16,0.061,0.314,0.016,0.0,0.013,2023-10-30
North-West,44,45,0.011,post-monsoon,1.0,0.244,0.034,0.288,0.026,0.38,0.0,0.004,0.035,2023-11-06
North-West,45,46,0.023,post-monsoon,0.0,0.173,0.032,0.344,0.015,0.413,0.016,0.0,0.0,2023-11-13
North-West,46,47,-0.082,post-monsoon,0.0,0.119,0.016,0.4,0.003,0.451,0.029,0.301,0.035,2023-11-20
North-West,47,48,0.107,post-monsoon,0.0,0.044,0.03,0.509,0.043,0.55,0.017,0.024,0.0,2023-11-27
North-West,48,49,-0.013,winter,0.0,0.073,0.0,0.576,0.0,0.575,0.035,0.0,0.0,2023-12-04
North-West,49,50,0.003,winter,0.0,0.016,0.0,0.671,0.0,0.64,0.0,0.007,0.003,2023-12-11
North-West,50,51,-0.034,winter,0.3,0.009,0.0,0.664,0.018,0.68,0.0,0.004,0.0,2023-12-18
North-West,51,52,0.03,winter,0.3,0.054,0.0,0.795,0.01,1.12,0.011,0.019,0.0,2023-12-25
North-West,52,1,-0.025,winter,0.5,0.048,0.0,0.801,0.048,0.713,0.0,0.0,0.0,2024-01-01
North-West,53,2,0.052,winter,0.5,0.0,0.02,0.805,0.0,0.651,0.0,0.0,0.003,2024-01-08
North-West,54,3,-0.029,winter,0.5,0.015,0.0,0.809,0.029,0.611,0.037,0.012,0.0,2024-01-15
North-West,55,4,0.135,winter,0.0,0.0,0.0,0.795,0.0,0.69,0.035,0.0,0.036,2024-01-22
North-West,56,5,0.102,winter,0.0,0.014,0.0,0.672,0.0,0.593,0.039,0.045,0.0,2024-01-29
North-West,57,6,0.123,winter,0.0,0.0,0.0,0.655,0.027,0.54,0.053,0.0,0.041,2024-02-05
North-West,58,7,0.013,winter,0.0,0.0,0.0,0.527,0.02,0.481,0.013,0.0,0.015,2024-02-12
North-West,59,8,0.063,winter,0.0,0.0,0.0,0.478,0.032,0.4,0.04,0.0,0.034,2024-02-19
North-West,60,9,-0.082,winter,0.0,0.0,0.04,0.449,0.006,0.393,0.024,0.022,0.0,2024-02-26
North-West,61,10,-0.145,winter,0.0,0.0,0.0,0.327,0.069,0.298,0.009,0.008,0.0,2024-03-04
North-West,62,11,-0.082,winter,0.9,0.041,0.007,0.245,0.036,0.257,0.032,0.0,0.0,2024-03-11
North-West,63,12,0.052,winter,0.9,0.0,0.003,0.158,0.08,0.206,0.003,0.03,0.012,2024-03-18
North-West,64,13,-0.044,winter,0.9,0.0,0.0,0.165,0.055,0.163,0.0,0.005,0.011,2024-03-25
North-West,65,14,0.081,winter,0.7,0.013,0.018,0.11,0.117,0.144,0.0,0.0,0.014,2024-04-01
North-West,66,15,0.087,pre-monsoon,0.7,0.0,0.008,0.162,0.089,0.087,0.012,0.0,0.0,2024-04-08
North-West,67,16,-0.008,pre-monsoon,0.0,0.022,0.031,0.036,0.161,0.029,0.022,0.012,0.0,2024-04-15
North-West,68,17,-0.029,pre-monsoon,0.0,0.0,0.014,0.028,0.221,0.06,0.0,0.0,0.005,2024-04-22
North-West,69,18,0.078,pre-monsoon,0.0,0.0,0.039,0.012,0.253,0.018,0.0,0.013,0.004,2024-04-29
North-West,70,19,-0.003,pre-monsoon,0.0,0.021,0.059,0.0,0.183,0.005,0.0,0.012,0.01,2024-05-06
North-West,71,20,-0.03,pre-monsoon,0.0,0.467,0.074,0.025,0.308,0.015,0.0,0.024,0.009,2024-05-13
North-West,72,21,0.091,pre-monsoon,0.0,0.0,0.132,0.008,0.337,0.024,0.043,0.0,0.0,2024-05-20
North-West,73,22,0.103,pre-monsoon,0.0,0.0,0.186,0.0,0.439,0.004,0.055,0.006,0.03,2024-05-27
North-West,74,23,0.014,pre-monsoon,0.6,0.0,0.253,0.0,0.479,0.0,0.095,0.0,0.0,2024-06-03
North-West,75,24,0.04,pre-monsoon,0.6,0.053,0.261,0.0,0.555,0.0,0.191,0.0,0.0,2024-06-10
North-West,76,25,0.15,pre-monsoon,0.6,0.0,0.319,0.004,0.537,0.007,0.223,0.0,0.0,2024-06-17
North-West,77,26,0.096,pre-monsoon,0.0,0.037,0.369,0.0,0.594,0.006,0.319,0.019,0.0,2024-06-24
North-West,78,27,0.153,pre-monsoon,0.0,0.086,0.525,0.016,0.571,0.0,0.337,0.014,0.035,2024-07-01
North-West,79,28,0.12,monsoon,0.0,0.043,0.559,0.0,0.595,0.012,0.469,0.0,0.0,2024-07-08
North-West,80,29,0.184,monsoon,0.0,0.132,0.653,0.0,0.613,0.0,0.443,0.0,0.0,2024-07-15
North-West,81,30,0.4,monsoon,0.0,0.181,0.639,0.0,0.577,0.0,0.467,0.0,0.0,2024-07-22
North-West,82,31,0.427,monsoon,0.0,0.212,0.706,0.02,0.512,0.059,0.502,0.0,0.0,2024-07-29
North-West,83,32,0.358,monsoon,0.0,0.28,0.652,0.0,0.517,0.012,0.425,0.0,0.0,2024-08-05
North-West,84,33,0.422,monsoon,0.0,0.404,0.681,0.0,0.457,0.021,0.369,0.074,0.0,2024-08-12
North-West,85,34,0.338,monsoon,0.0,0.469,0.694,0.0,0.42,0.028,0.299,0.006,0.013,2024-08-19
North-West,86,35,0.46,monsoon,0.0,0.524,0.624,0.015,0.356,0.0,0.207,0.064,0.0,2024-08-26
North-West,87,36,0.414,monsoon,0.2,0.576,0.577,0.0,0.273,0.0,0.173,0.0,0.0,2024-09-02
North-West,88,37,0.362,monsoon,0.2,0.606,0.474,0.009,0.233,0.032,0.079,0.0,0.0,2024-09-09
North-West,89,38,0.258,monsoon,0.2,0.58,0.415,0.028,0.18,0.039,0.081,0.0,0.0,2024-09-16
North-West,90,39,0.305,monsoon,0.0,0.64,0.387,0.025,0.166,0.105,0.043,0.0,0.0,2024-09-23
North-West,91,40,0.121,monsoon,0.0,0.513,0.262,0.081,0.131,0.115,0.041,0.0,0.003,2024-09-30
North-West,92,41,0.14,monsoon,0.6,0.477,0.237,0.095,0.43,0.178,0.444,0.0,0.0,2024-10-07
North-West,93,42,0.253,monsoon,0.6,0.459,0.17,0.136,0.055,0.196,0.0,0.003,0.0,2024-10-14
North-West,94,43,0.049,post-monsoon,1.0,0.375,0.125,0.147,0.065,0.258,0.0,0.0,0.04,2024-10-21
North-West,95,44,0.053,post-monsoon,1.0,0.351,0.076,0.199,0.03,0.332,0.0,0.015,0.068,2024-10-28
North-West,96,45,0.007,post-monsoon,1.0,0.24,0.063,0.194,0.027,0.364,0.0,0.0,0.0,2024-11-04
North-West,97,46,0.09,post-monsoon,0.0,0.161,0.07,0.345,0.013,0.398,0.019,0.014,0.027,2024-11-11
North-West,98,47,0.011,post-monsoon,0.0,0.131,0.013,0.404,0.013,0.474,0.0,0.016,0.003,2024-11-18
North-West,99,48,0.076,post-monsoon,0.0,0.109,0.059,0.711,0.049,0.591,0.006,0.008,0.005,2024-11-25
North-West,100,49,0.009,winter,0.0,0.051,0.0,0.595,0.025,0.599,0.013,0.0,0.0,2024-12-02
North-West,101,50,0.04,winter,0.0,0.445,0.027,0.603,0.028,0.652,0.04,0.006,0.018,2024-12-09
North-West,102,51,0.159,winter,0.3,0.009,0.0,0.705,0.454,0.679,0.024,0.027,0.0,2024-12-16
North-West,103,52,0.0,winter,0.3,0.044,0.013,0.723,0.0,0.693,0.0,0.008,0.0,2024-12-23
North-West,104,1,0.083,winter,0.5,0.033,0.062,0.799,0.025,0.743,0.035,0.0,0.007,2024-12-30
North-West,105,2,0.025,winter,0.5,0.0,0.0,0.769,0.017,0.649,0.011,0.477,0.02,2025-01-06
North-West,106,3,-0.038,winter,0.5,0.0,0.0,0.768,0.0,0.669,0.071,0.0,0.045,2025-01-13
North-West,107,4,0.079,winter,0.0,0.006,0.023,0.737,0.013,1.152,0.0,0.0,0.051,2025-01-20
North-West,108,5,0.036,winter,0.0,0.0,0.028,0.676,0.0,0.547,0.03,0.013,0.006,2025-01-27
North-West,109,6,-0.08,winter,0.0,0.0,0.0,0.647,0.051,0.548,0.025,0.011,0.0,2025-02-03
North-West,110,7,-0.125,winter,0.0,0.0,0.001,0.534,0.0,0.438,0.0,0.022,0.287,2025-02-10
North-West,111,8,-0.119,winter,0.0,0.014,0.015,0.617,0.0,0.427,0.077,0.0,0.0,2025-02-17
North-West,112,9,-0.024,winter,0.0,0.0,0.0,0.389,0.017,0.358,0.0,0.0,0.033,2025-02-24
North-West,113,10,-0.013,winter,0.0,0.0,0.0,0.343,0.013,0.318,0.005,0.0,0.013,2025-03-03
North-West,114,11,0.045,winter,0.9,0.0,0.012,0.24,0.048,0.273,0.0,0.0,0.051,2025-03-10
North-West,115,12,0.016,winter,0.9,0.0,0.0,0.235,0.025,0.211,0.002,0.049,0.0,2025-03-17
North-West,116,13,0.107,winter,0.9,0.0,0.032,0.147,0.059,0.13,0.0,0.006,0.011,2025-03-24
North-West,117,14,-0.068,winter,0.7,0.007,0.054,0.158,0.095,0.144,0.032,0.003,0.016,2025-03-31
North-West,118,15,-0.018,pre-monsoon,0.7,0.006,0.012,0.072,0.121,0.062,0.008,0.0,0.029,2025-04-07
North-West,119,16,-0.031,pre-monsoon,0.0,0.026,0.046,0.096,0.2,0.026,0.49,0.0,0.013,2025-04-14
North-West,120,17,-0.017,pre-monsoon,0.0,0.026,0.058,0.0,0.156,0.347,0.0,0.0,0.194,2025-04-21
North-West,121,18,0.058,pre-monsoon,0.0,0.018,0.057,0.01,0.201,0.035,0.034,0.004,0.0,2025-04-28
North-West,122,19,0.068,pre-monsoon,0.0,0.0,0.069,0.0,0.282,0.021,0.03,0.0,0.023,2025-05-05
North-West,123,20,-0.073,pre-monsoon,0.0,0.0,0.095,0.04,0.305,0.0,0.03,0.014,0.0,2025-05-12
North-West,124,21,-0.098,pre-monsoon,0.0,0.0,0.133,0.044,0.417,0.0,0.0,0.013,0.0,2025-05-19
North-West,125,22,-0.057,pre-monsoon,0.0,0.029,0.154,0.0,0.424,0.0,0.033,0.017,0.0,2025-05-26
North-West,126,23,0.051,pre-monsoon,0.6,0.025,0.236,0.0,0.508,0.015,0.069,0.045,0.0,2025-06-02
North-West,127,24,-0.062,pre-monsoon,0.6,0.01,0.265,0.0,0.497,0.005,0.153,0.0,0.0,2025-06-09
North-West,128,25,0.074,pre-monsoon,0.6,0.028,0.358,0.0,0.605,0.0,0.207,0.021,0.056,2025-06-16
North-West,129,26,0.154,pre-monsoon,0.0,0.025,0.445,0.0,0.593,0.036,0.301,0.0,0.011,2025-06-23
North-West,130,27,0.098,pre-monsoon,0.0,0.056,0.904,0.0,0.579,0.066,0.389,0.026,0.019,2025-06-30
North-West,131,28,0.234,monsoon,0.0,0.113,0.558,0.0,0.599,0.022,0.429,0.0,0.001,2025-07-07
North-West,132,29,0.249,monsoon,0.0,0.117,0.598,0.0,0.582,0.0,0.482,0.008,0.0,2025-07-14
North-West,133,30,0.389,monsoon,0.0,0.165,0.653,0.0,0.526,0.016,0.485,0.0,0.026,2025-07-21
North-West,134,31,0.337,monsoon,0.0,0.269,0.684,0.0,0.517,0.001,0.492,0.001,0.012,2025-07-28
North-West,135,32,0.427,monsoon,0.0,0.292,0.699,0.012,0.478,0.014,0.443,0.025,0.0,2025-08-04
North-West,136,33,0.455,monsoon,0.0,0.377,0.679,0.0,0.494,0.013,0.343,0.0,0.046,2025-08-11
North-West,137,34,0.521,monsoon,0.0,0.445,0.712,0.0,0.43,0.0,0.297,0.011,0.016,2025-08-18
North-West,138,35,0.406,monsoon,0.0,0.488,0.611,0.05,0.291,0.017,0.214,0.032,0.032,2025-08-25
North-West,139,36,0.45,monsoon,0.2,0.544,0.581,0.002,0.327,0.008,0.156,0.031,0.0,2025-09-01
North-West,140,37,0.351,monsoon,0.2,0.575,0.459,0.01,0.256,0.026,0.139,0.017,0.0,2025-09-08
North-West,141,38,0.302,monsoon,0.2,0.629,0.395,0.014,0.212,0.084,0.089,0.0,0.01,2025-09-15
North-West,142,39,0.267,monsoon,0.0,0.609,0.394,0.031,0.15,0.139,0.02,0.0,0.0,2025-09-22
North-West,143,40,0.203,monsoon,0.0,0.552,0.277,0.093,0.118,0.128,0.064,0.0,0.0,2025-09-29
North-West,144,41,0.197,monsoon,0.6,0.467,0.282,0.083,0.13,0.122,0.06,0.0,0.0,2025-10-06
North-West,145,42,0.131,monsoon,0.6,0.455,0.17,0.091,0.069,0.213,0.025,0.0,0.0,2025-10-13
North-West,146,43,0.061,post-monsoon,1.0,0.397,0.156,0.136,0.079,0.249,0.0,0.0,0.015,2025-10-20
North-West,147,44,0.016,post-monsoon,1.0,0.318,0.069,0.202,0.074,0.306,0.0,0.0,0.0,2025-10-27
North-West,148,45,-0.027,post-monsoon,1.0,0.241,0.024,0.24,0.026,0.382,0.0,0.007,0.0,2025-11-03
North-West,149,46,-0.011,post-monsoon,0.0,0.173,0.079,0.316,0.034,0.432,0.007,0.0,0.013,2025-11-10
North-West,150,47,0.096,post-monsoon,0.0,0.107,0.0,0.392,0.022,0.482,0.0,0.003,0.035,2025-11-17
North-West,151,48,-0.02,post-monsoon,0.0,0.082,0.015,0.473,0.006,0.497,0.0,0.0,0.018,2025-11-24
North-West,152,49,0.018,winter,0.0,0.085,0.0,0.578,0.0,0.596,0.0,0.004,0.009,2025-12-01
North-West,153,50,-0.072,winter,0.0,0.05,0.0,0.616,0.0,0.585,0.036,0.0,0.0,2025-12-08
North-West,154,51,0.019,winter,0.3,0.018,0.0,0.732,0.0,0.648,0.0,0.007,0.0,2025-12-15
North-West,155,52,-0.064,winter,0.3,0.0,0.0,0.782,0.022,0.679,0.044,0.017,0.0,2025-12-22
South,0,1,-0.026,winter,0.6,0.039,0.032,0.0,0.026,0.481,0.033,0.0,0.0,2023-01-02
South,1,2,0.005,winter,0.6,0.065,0.014,0.0,0.012,0.44,0.0,0.0,0.022,2023-01-09
South,2,3,0.069,winter,0.6,0.046,0.0,0.033,0.035,0.323,0.039,0.0,0.027,2023-01-16
South,3,4,0.067,winter,0.0,0.064,0.0,0.026,0.0,0.366,0.0,0.045,0.035,2023-01-23
South,4,5,0.019,winter,0.0,0.0,0.008,0.008,0.043,0.169,0.0,0.021,0.013,2023-01-30
South,5,6,0.138,winter,0.0,0.016,0.0,0.0,0.056,0.163,0.028,0.0,0.018,2023-02-06
South,6,7,-0.012,winter,0.0,0.008,0.026,0.0,0.064,0.131,0.0,0.0,0.0,2023-02-13
South,7,8,-0.034,winter,0.0,0.0,0.041,0.025,0.098,0.141,0.0,0.025,0.0,2023-02-20
South,8,9,-0.137,winter,0.0,0.015,0.01,0.025,0.135,0.08,0.0,0.02,0.01,2023-02-27
South,9,10,-0.049,winter,0.0,0.0,0.007,0.0,0.073,0.104,0.0,0.0,0.0,2023-03-06
South,10,11,0.012,winter,0.3,0.007,0.008,0.0,0.149,0.022,0.0,0.042,0.017,2023-03-13
South,11,12,0.116,winter,0.3,0.002,0.029,0.0,0.215,0.043,0.009,0.017,0.0,2023-03-20
South,12,13,0.067,winter,0.4,0.0,0.052,0.0,0.308,0.038,0.0,0.0,0.019,2023-03-27
South,13,14,-0.045,winter,0.4,0.002,0.028,0.0,0.349,0.0,0.0,0.0,0.0,2023-04-03
South,14,15,0.048,pre-monsoon,0.4,0.006,0.082,0.053,0.349,0.031,0.006,0.0,0.013,2023-04-10
South,15,16,0.093,pre-monsoon,0.0,0.0,0.107,0.0,0.414,0.0,0.016,0.011,0.0,2023-04-17
South,16,17,0.156,pre-monsoon,0.0,0.0,0.139,0.008,0.509,0.061,0.0,0.018,0.016,2023-04-24
South,17,18,0.138,pre-monsoon,0.0,0.006,0.207,0.051,0.546,0.018,0.0,0.0,0.0,2023-05-01
South,18,19,0.245,pre-monsoon,0.0,0.041,0.263,0.039,0.553,0.0,0.0,0.037,0.0,2023-05-08
South,19,20,0.338,pre-monsoon,0.0,0.003,0.355,0.0,0.613,0.0,0.018,0.032,0.409,2023-05-15
South,20,21,0.364,pre-monsoon,0.0,0.049,0.484,0.0,0.63,0.018,0.0,0.052,0.009,2023-05-22
South,21,22,0.426,pre-monsoon,0.0,0.013,0.564,0.0,0.635,0.0,0.05,0.071,0.009,2023-05-29
South,22,23,0.42,monsoon,0.3,0.015,0.588,0.021,0.724,0.0,0.001,0.026,0.0,2023-06-05
South,23,24,0.568,monsoon,0.3,0.064,0.742,0.0,0.749,0.0,0.038,0.065,0.001,2023-06-12
South,24,25,0.492,monsoon,0.3,0.051,0.794,0.0,0.741,0.0,0.0,0.106,0.012,2023-06-19
South,25,26,0.722,monsoon,0.0,0.094,0.846,0.002,0.685,0.006,0.0,0.074,0.01,2023-06-26
South,26,27,0.789,monsoon,0.0,0.062,0.883,0.0,0.682,0.002,0.048,0.127,0.0,2023-07-03
South,27,28,0.841,monsoon,0.0,0.085,0.92,0.0,0.618,0.0,0.0,0.219,0.0,2023-07-10
South,28,29,0.74,monsoon,0.0,0.154,0.894,0.0,0.604,0.049,0.356,0.236,0.076,2023-07-17
South,29,30,0.764,monsoon,0.0,0.21,0.827,0.027,0.519,0.046,0.0,0.345,0.027,2023-07-24
South,30,31,0.753,monsoon,0.0,0.249,0.801,0.0,0.508,0.002,0.0,0.411,0.006,2023-07-31
South,31,32,0.765,monsoon,0.0,0.367,0.717,0.0,0.445,0.017,0.032,0.508,0.0,2023-08-07
South,32,33,0.589,monsoon,0.0,0.418,0.623,0.0,0.364,0.032,0.0,0.596,0.0,2023-08-14
South,33,34,0.474,monsoon,0.3,0.452,0.588,0.0,0.331,0.042,0.042,0.627,0.003,2023-08-21
South,34,35,0.421,monsoon,0.3,0.543,0.443,0.0,0.242,0.122,0.0,0.663,0.0,2023-08-28
South,35,36,0.438,monsoon,0.5,0.647,0.362,0.0,0.248,0.076,0.016,0.695,0.0,2023-09-04
South,36,37,0.413,monsoon,0.5,0.699,0.306,0.0,0.111,0.102,0.0,0.685,0.0,2023-09-11
South,37,38,0.335,post-monsoon,0.5,0.746,0.196,0.008,0.17,0.199,0.016,0.639,0.0,2023-09-18
South,38,39,0.393,post-monsoon,0.0,0.766,0.16,0.0,0.175,0.239,0.012,0.564,0.0,2023-09-25
South,39,40,0.197,post-monsoon,0.0,0.792,0.097,0.004,0.06,0.752,0.0,0.477,0.0,2023-10-02
South,40,41,0.145,post-monsoon,0.4,0.802,0.094,0.0,0.068,0.342,0.006,0.421,0.0,2023-10-09
South,41,42,0.021,post-monsoon,0.4,0.776,0.082,0.0,0.092,0.444,0.033,0.331,0.0,2023-10-16
South,42,43,0.089,post-monsoon,0.6,0.732,0.075,0.048,0.012,0.527,0.0,0.228,0.02,2023-10-23
South,43,44,0.17,post-monsoon,0.6,0.575,0.037,0.0,0.054,0.573,0.004,0.191,0.0,2023-10-30
South,44,45,0.032,post-monsoon,0.6,0.52,0.022,0.005,0.014,0.62,0.018,0.161,0.0,2023-11-06
South,45,46,-0.076,post-monsoon,0.0,0.515,0.017,0.0,0.018,0.67,0.0,0.089,0.048,2023-11-13
South,46,47,-0.039,winter,0.0,0.376,0.024,0.0,0.0,0.663,0.0,0.034,0.0,2023-11-20
South,47,48,-0.064,winter,0.0,0.306,0.031,0.0,0.031,0.737,0.013,0.051,0.0,2023-11-27
South,48,49,0.095,winter,0.0,0.284,0.006,0.0,0.011,0.702,0.0,0.0,0.0,2023-12-04
South,49,50,-0.014,winter,0.0,0.198,0.0,0.002,0.012,0.64,0.025,0.0,0.039,2023-12-11
South,50,51,0.044,winter,0.5,0.187,0.007,0.0,0.0,0.572,0.0,0.007,0.013,2023-12-18
South,51,52,-0.006,winter,0.5,0.128,0.0,0.035,0.03,0.542,0.0,0.0,0.0,2023-12-25
South,52,1,0.085,winter,0.6,0.061,0.015,0.0,0.012,0.45,0.008,0.0,0.0,2024-01-01
South,53,2,-0.064,winter,0.6,0.095,0.0,0.0,0.023,0.494,0.0,0.0,0.0,2024-01-08
South,54,3,-0.077,winter,0.6,0.06,0.022,0.004,0.043,0.353,0.227,0.013,0.0,2024-01-15
South,55,4,0.028,winter,0.0,0.313,0.019,0.033,0.035,0.637,0.01,0.0,0.02,2024-01-22
South,56,5,-0.053,winter,0.0,0.042,0.01,0.003,0.028,0.242,0.047,0.0,0.037,2024-01-29
South,57,6,0.131,winter,0.0,0.042,0.015,0.013,0.037,0.211,0.0,0.0,0.029,2024-02-05
South,58,7,-0.026,winter,0.0,0.0,0.023,0.0,0.087,0.133,0.019,0.011,0.064,2024-02-12
South,59,8,-0.012,winter,0.0,0.017,0.004,0.0,0.054,0.115,0.0,0.035,0.019,2024-02-19
South,60,9,0.085,winter,0.0,0.028,0.0,0.0,0.089,0.066,0.0,0.0,0.0,2024-02-26
South,61,10,-0.016,winter,0.0,0.015,0.0,0.046,0.162,0.374,0.01,0.002,0.0,2024-03-04
South,62,11,-0.065,winter,0.3,0.027,0.009,0.0,0.17,0.0,0.029,0.0,0.018,2024-03-11
South,63,12,0.05,winter,0.3,0.049,0.0,0.012,0.197,0.011,0.013,0.0,0.007,2024-03-18
South,64,13,0.058,winter,0.4,0.005,0.014,0.0,0.238,0.015,0.027,0.0,0.045,2024-03-25
South,65,14,0.174,winter,0.4,0.0,0.058,0.004,0.344,0.007,0.002,0.0,0.007,2024-04-01
South,66,15,0.233,pre-monsoon,0.4,0.036,0.114,0.0,0.388,0.01,0.0,0.0,0.013,2024-04-08
South,67,16,0.023,pre-monsoon,0.0,0.0,0.113,0.0,0.426,0.0,0.048,0.007,0.0,2024-04-15
South,68,17,0.128,pre-monsoon,0.0,0.001,0.16,0.0,0.462,0.0,0.033,0.019,0.043,2024-04-22
South,69,18,0.236,pre-monsoon,0.0,0.021,0.233,0.007,0.488,0.0,0.003,0.0,0.0,2024-04-29
South,70,19,0.301,pre-monsoon,0.0,0.0,0.316,0.0,0.559,0.0,0.0,0.0,0.0,2024-05-06
South,71,20,0.288,pre-monsoon,0.0,0.0,0.367,0.032,0.577,0.006,0.008,0.041,0.0,2024-05-13
South,72,21,0.349,pre-monsoon,0.0,0.0,0.423,0.032,0.645,0.0,0.0,0.014,0.005,2024-05-20
South,73,22,0.348,pre-monsoon,0.0,0.009,0.536,0.071,0.677,0.038,0.011,0.009,0.034,2024-05-27
South,74,23,0.5,monsoon,0.3,0.046,0.644,0.012,0.712,0.0,0.0,0.0,0.004,2024-06-03
